name,website,hq_country,hq_city,founded,category,subsector,modality,company_type,status,description,notes
Aqarios,https://www.aqarios.com,Germany,Munich,2021,"Software, Algorithms & Error Correction",Middleware,,startup,active,"Optimization and quantum software platform (Luna) for planning, scheduling and combinatorial problems.",LMU Munich QAR-Lab spinout.
aQuantum,https://www.aquantum.es,Spain,Madrid,2019,"Software, Algorithms & Error Correction",Quantum software engineering / development platform,,startup,active,"Quantum software engineering and consulting; offers QuantumPath, a quantum application lifecycle platform.",Quantum division of AlhambraIT and the Alarcos Group (UCLM); created 2019.
ArcLight Quantum (弧光量子),https://www.arclightquantum.com,China,Beijing,2024,"Software, Algorithms & Error Correction",Quantum EDA & control software,,national-lab-or-spinout,active,"Quantum EDA, program-development platforms, quantum ML tools and measurement/control software.","Spun off from Institute of Software, CAS (ISCAS). Series A December 2025."
Automatski,https://www.automatski.com,India,Bengaluru,2014,"Software, Algorithms & Error Correction",Quantum-inspired algorithms / simulators,,startup,active,"R&D firm offering quantum/quantum-inspired simulators, annealers and optimization software; claims unverified large-qubit systems.","Registered London 2014, moved to India 2016; offices in Bengaluru and Los Angeles. Founders Aditya and Renu Yadav. Bold/unverified hardware claims (1M-qubit annealer, 1000 logical qubits)."
Avid Quantum,https://www.avidquantum.com,United States,"Milpitas, California",,"Software, Algorithms & Error Correction",Quantum ML / materials simulation,,startup,uncertain,Quantum software firm building numerical models for materials near quantum phase transitions and quantum ML/optimization.,"Real listing (CB Insights, toptierstartups); Milpitas, CA; associated with Avid Farhoodfar. Website avidquantum.com refused connection during checks; very small/possibly dormant."
Baidu Quantum (百度量子),https://quantum.baidu.com,China,Beijing,2018,"Software, Algorithms & Error Correction",Quantum software / cloud (hardware exited),,big-tech-division,active,"Quantum software platforms (Paddle Quantum, Quantum Leaf); donated superconducting hardware lab to BAQIS in 2024.",Exited quantum hardware in early 2024 (donated Qian Shi lab to BAQIS); now software/algorithm focused.
BEIT,https://beit.tech,Poland,Krakow,2016,"Software, Algorithms & Error Correction",Quantum algorithms / computational chemistry,,startup,active,Develops hardware-agnostic quantum algorithms for hard combinatorial problems and quantum-accelerated molecular modelling.,Poland's first QC startup; founders ex-Google; offices in Krakow and Toronto.
Bloq Quantum,https://www.bloq.in,India,Kollam,2024,"Software, Algorithms & Error Correction",Low-code quantum SDK,,startup,active,Low-code/no-code platform that simplifies quantum algorithm development for enterprises.,Website corrected to bloq.in (not bloqquantum.com). Kerala-based; founded by Sreekuttan LS and Jay Patel.
blueqat,https://blueqat.com/,Japan,Tokyo,2008,"Software, Algorithms & Error Correction",Quantum SDK + cloud,,startup,active,"One of Japan's longest-running quantum software firms; blueqat SDK, cloud platform and developer community.",Founded 2008 as MDR Inc. by Yuichiro Minato; renamed blueqat. Spun out BosoniQ for photonic CV SDK (photonqat).
BlueQubit,https://www.bluequbit.io,United States,"San Francisco, CA",2022,"Software, Algorithms & Error Correction",Quantum software / QML platform,,startup,active,"Quantum-software-as-a-service platform with QPU/GPU emulators for ML, finance and enterprise use cases.",Raised $10M seed (Dec 2024) led by Nyca Partners; founded by Hrant Gharibyan (MIT) and Hayk Tepanyan (Stanford).
BosonQ Psi (BQP),https://www.bqpsim.com,United States,Syracuse,2020,"Software, Algorithms & Error Correction",Quantum/quantum-inspired simulation software,,startup,active,"Quantum-accelerated engineering simulation platform (BQPhy) for aerospace, automotive, energy and manufacturing.","HQ Syracuse, New York with a Bengaluru tech center. Named after S. N. Bose; closed ~$5M seed in 2024-25."
CatQ,https://www.catq.com.au,Australia,Canberra,,"Software, Algorithms & Error Correction",photonic error correction,,national-lab-or-spinout,active,ANU spinout developing optical/photonic quantum error correction that pre-emptively corrects errors.,"Led by Dr Sophie (Jie) Zhao; partners Univ. Queensland. Claims up to ~1,000x performance boost. 2025 Cicada x Tech23 venture."
Classiq,https://www.classiq.io,Israel,Tel Aviv,2020,"Software, Algorithms & Error Correction",Quantum software / circuit synthesis,,scaleup,active,"High-level quantum development platform (IDE, compiler) that synthesizes optimized circuits from high-level specifications.","Raised $110M Series C (May 2025, led by Entree Capital), ~$173M total; customers include BMW, Rolls-Royce, Citi."
Cogniframe,https://www.cogniframe.com/,Canada,Toronto,2016,"Software, Algorithms & Error Correction",Quantum software platform,,startup,active,"Hybrid quantum software platform (FirstQ app store) for enterprise optimization, ML and simulation.","Toronto, ON; flagship FirstQ plug-and-play quantum application store."
Conductor Quantum,https://www.conductorquantum.com,United States,,2024,"Software, Algorithms & Error Correction",AI control/calibration,spin/silicon,startup,active,Hardware-agnostic AI software for quantum computer calibration and natural-language control.,"YC S24. Current site positions them as software/middleware (Coda, Control), not a hardware maker as originally described."
Dynamiqs,https://www.dynamiqs.org,France,Paris,2024,"Software, Algorithms & Error Correction",Quantum simulation library,,other,uncertain,"Open-source GPU-accelerated, differentiable quantum-dynamics simulation library (JAX).","Not a standalone company; open-source project sponsored by Alice & Bob. Canonical site is dynamiqs.org, not .com."
Elyah,https://elyah.io/,United Arab Emirates,Dubai,2018,"Software, Algorithms & Error Correction",Quantum SDK / circuit tools,,startup,active,Quantum software firm; builds the Qubit Workbench visual circuit IDE plus applied-quantum and PQC services.,Dubai HQ with a Tokyo office; founded 2018.
Entangled Networks,https://www.ionq.com/,Canada,Toronto,2020,"Software, Algorithms & Error Correction",Distributed/multi-core compilation,,startup,acquired,Software for scaling quantum computers via distributed multi-QPU architectures and compilation.,"Toronto-based; assets acquired by IonQ in Jan 2023, team became IonQ Canada. Standalone site defunct."
Entropica Labs,https://entropicalabs.com,Singapore,Singapore,2018,"Software, Algorithms & Error Correction",Quantum error correction software,,startup,active,Builds the software layer for fault-tolerant quantum error correction; partners with Xanadu and Yaqumo.,CQT spinout; co-founded by Ewan Munro and Tommaso Demarie.
Eviden (Atos) Quantum,https://eviden.com,France,Les Clayes-sous-Bois,2016,"Software, Algorithms & Error Correction",Quantum software platform,,big-tech-division,active,"Eviden (Atos) builds the Qaptiva quantum emulation appliance, HPC-quantum integration and quantum consulting/training.",Eviden is the Atos group brand; Atos Quantum program launched 2016; quantum R&D lab at Les Clayes-sous-Bois (group HQ is Bezons).
ExaQ.ai,https://exaq.ai,Singapore,Singapore,2020,"Software, Algorithms & Error Correction",Quantum machine learning software,,startup,active,"Quantum machine-learning software, including the Polyadic QML library and ManyQ ML-optimized simulator.",Founded by Joaquin Keller (Entropica Labs co-founder); DNS intermittently flaky but site reachable.
Fermioniq,https://www.fermioniq.com,Netherlands,Amsterdam,2021,"Software, Algorithms & Error Correction",Quantum emulation software,,startup,active,Tensor-network quantum-circuit emulators (Ava) for simulating quantum algorithms on classical hardware.,Amsterdam-based; Ava available via NVIDIA CUDA-Q platform.
finQbit,https://finqbit.pl,Poland,Lublin,2023,"Software, Algorithms & Error Correction",Finance algorithms,,startup,active,Hybrid classical-quantum financial risk-management and computation software for financial institutions.,HQ Lublin (corrected from Warsaw); site finqbit.pl.
First Quantum,https://thefirstquantum.com/,South Korea,Seoul,2022,"Software, Algorithms & Error Correction","Quantum algorithms (CFD, finance)",,startup,active,"Develops quantum algorithms for computational fluid dynamics, aerospace, climate and finance.",Website corrected to thefirstquantum.com (firstquantum.co.kr dead). Co-founded by Prof. Doyeol Ahn; first Korean startup in IBM Quantum Network.
FirstQFM,https://www.firstqfm.com,Sweden,Stockholm,2024,"Software, Algorithms & Error Correction",AI foundation models for quantum,,startup,active,Develops patent-pending AI foundation models for qubit calibration and error mitigation across the quantum stack.,"Raised EUR 1.2M pre-seed in Oct 2025 led by BSV Ventures (with Almi Invest, Luminar Ventures)."
Haiqu,https://haiqu.ai/,United States,"Palo Alto, California",2022,"Software, Algorithms & Error Correction",Quantum middleware,,startup,active,Quantum middleware (Rivet toolkit) improving transpilation and noise resilience to run deeper circuits on NISQ hardware.,QED-C member; US-Ukrainian team. Founded by Givhan and Maksymenko.
Horizon Quantum Computing,https://www.horizonquantum.com,Singapore,Singapore,2018,"Software, Algorithms & Error Correction",Quantum compilers / programming tools,,public-company,active,Quantum software and automated compilers (Triple Alpha); also operates its own quantum hardware testbed.,Founded by Joe Fitzsimons (2018). Went public on Nasdaq in March 2026 via SPAC merger with dMY Squared (~$503M).
HQS Quantum Simulations,https://quantumsimulations.de,Germany,Karlsruhe,2017,"Software, Algorithms & Error Correction",Quantum chemistry software,,startup,active,Quantum simulation software for molecular and material properties in chemistry and materials.,KIT spinout.
Huawei Cloud Quantum (华为云量子),https://www.huaweicloud.com,China,Shenzhen,2018,"Software, Algorithms & Error Correction",Quantum simulation software & cloud,,big-tech-division,active,Runs the HiQ quantum simulator and quantum-algorithm research integrated with Huawei Cloud services.,HiQ platform launched 2018; remains a Huawei Cloud software/simulation effort.
Iceberg Quantum,https://www.iceberg-quantum.com,Australia,Sydney,2024,"Software, Algorithms & Error Correction",quantum error correction,,startup,active,Quantum error-correction company building fault-tolerant architectures (Pinnacle) using qLDPC codes.,"USYD spinout (Bartlett group). $6M seed (LocalGlobe). Partners PsiQuantum, Diraq, Oxford Ionics, IonQ."
Inspiration-Q,https://www.inspiration-q.com,Spain,Madrid,,"Software, Algorithms & Error Correction",Quantum-inspired algorithms / SaaS,,national-lab-or-spinout,active,"SaaS for quantum-inspired and quantum algorithms targeting optimization, ML and finance.",CSIC spin-off backed by Bullnet Capital; founding year not clearly documented.
Jij Inc.,https://www.j-ij.com/,Japan,Tokyo,2018,"Software, Algorithms & Error Correction",Optimization / annealing software,,startup,active,"Develops Ising-model and quantum-annealing optimization software (OpenJij, JijZept) for industry.",Tokyo-based; hybrid annealing middleware and cloud optimization platform.
JoS Quantum,https://jos-quantum.de,Germany,Frankfurt,2018,"Software, Algorithms & Error Correction",Finance algorithms,,startup,active,"Quantum and quantum-inspired algorithms for finance, insurance and energy markets.",
Kipu Quantum,https://kipu-quantum.com,Germany,Karlsruhe,2021,"Software, Algorithms & Error Correction",Algorithms,,startup,active,"Hardware-efficient, application-specific quantum algorithms for optimization and chemistry.",Offices in Karlsruhe and Berlin; acquired the PlanQK platform from Anaqor AG (2024).
Kothar Computing,https://kotharcomputing.com/,Canada,Montreal,2024,"Software, Algorithms & Error Correction",Quantum many-body simulation,,startup,active,FORGE browser-based platform solving quantum many-body problems via a proprietary Quantum Symbolic Algebraic Framework.,Syniad Innovations venture; launched FORGE Aug 2025; partnered with NanoAcademic on a quantum EDA suite (Oct 2025).
MagiQware,https://magiqware.com,Netherlands,Delft,2023,"Software, Algorithms & Error Correction",Error correction / magic-state distillation,,startup,active,Magic-state distillation and AI-assisted optimization software for fault-tolerant quantum computing.,TU Delft spin-off (2023); backed by TechScout Venture Fund.
Memcomputing,https://www.memcpu.com,United States,"San Diego, CA",2016,"Software, Algorithms & Error Correction",Quantum-inspired optimization,,startup,active,Quantum-inspired memcomputing (MEMCPU) solvers for large-scale optimization and ML.,"Founded 2016 at UC San Diego by Di Ventra, Traversa and Beane."
NanoAcademic Technologies,https://nanoacademic.com/,Canada,Montreal,,"Software, Algorithms & Error Correction",Quantum device simulation software,,startup,active,Atomistic and quantum-transport simulation software (QTCAD) for designing semiconductor qubit devices.,"Montreal, QC; design/simulation tooling, no own hardware, so recategorized to Software."
nextnano,https://www.nextnano.com/,Germany,Munich,2012,"Software, Algorithms & Error Correction",Semiconductor/quantum device simulation (TCAD),,national-lab-or-spinout,active,"TCAD software modeling quantum effects in semiconductor nanostructures, quantum dots and qubit devices.",TU Munich / Walter Schottky Institute spinout. Core products nextnano++ and nextnano.NEGF.
nodeQ,https://www.nodeq.io/,United Kingdom,York,2021,"Software, Algorithms & Error Correction",Quantum network software,,national-lab-or-spinout,active,"Software and orchestration for quantum networks, distributed QC and quantum-safe communications.",University of York spinout founded by Stefano Pirandola. Also offers PQtunnel quantum-safe product.
